Tanggal;no ref;Keterangan;akun;D;K
30/11/2025;1131;Pembelian barang persediaan ke SBS;kredit;15387632;
30/11/2025;2111;Pembelian barang persediaan ke SBS;kredit;;15387632
30/11/2025;1131;Pembelian 2100 pcs tahu kulit;kredit;1260000;
30/11/2025;2111;Pembelian 2100 pcs tahu kulit;kredit;;1260000
30/11/2025;1131;Pembelian 175 kg ayam;kredit;5950000;
30/11/2025;2111;Pembelian 175 kg ayam;kredit;;5950000
30/11/2025;1131;Pembelian barang PO SPPG Susukan ke Bu Lis ;kredit;11058000;
30/11/2025;2111;Pembelian barang PO SPPG Susukan ke Bu Lis ;kredit;;11058000
30/11/2025;1131;Pembelian barang PO SPPG Kutabanjarnegara ke Bu Lis ;kredit;2300000;
30/11/2025;2111;Pembelian barang PO SPPG Kutabanjarnegara ke Bu Lis ;kredit;;2300000
30/11/2025;5111;Pengiriman ke SPPG MBS Wanayasa (pemesanan 28/11);kredit;XXX;
30/11/2025;1131;Pengiriman ke SPPG MBS Wanayasa (pemesanan 28/11);kredit;;XXX
30/11/2025;5111;Pengiriman ke SPPG Kutabanjarnegara (pemesanan 29/11);kredit;XXX;
30/11/2025;1131;Pengiriman ke SPPG Kutabanjarnegara (pemesanan 29/11);kredit;;XXX
30/11/2025;5111;Pengiriman ke SPPG Merden (pemesanan 29/11);kredit;XXX;
30/11/2025;1131;Pengiriman ke SPPG Merden (pemesanan 29/11);kredit;;XXX
30/11/2025;5111;Pengiriman ke SPPG Susukan (pemesanan 29/11);kredit;XXX;
30/11/2025;1131;Pengiriman ke SPPG Susukan (pemesanan 29/11);kredit;;XXX
30/11/2025;1111;Kas masuk untuk biaya BBM pengiriman;uang Mas Dandi;150000;
30/11/2025;2111;Kas masuk untuk biaya BBM pengiriman;uang Mas Dandi;;150000
30/11/2025;1122;Kas bon biaya BBM pengiriman;tunai;150000;
30/11/2025;1111;Kas bon biaya BBM pengiriman;tunai;;150000
30/11/2025;1111;Kas masuk untuk akomodasi makan pengiriman;uang Pak Sodik;25000;
30/11/2025;2141;Kas masuk untuk akomodasi makan pengiriman;uang Pak Sodik;;25000
30/11/2025;1123;Kas bon akomodasi makan pengiriman;tunai;25000;
30/11/2025;1111;Kas bon akomodasi makan pengiriman;tunai;;25000
30/11/2025;1111;Pelunasan kas bon biaya BBM pengiriman;tunai;150000;
30/11/2025;1122;Pelunasan kas bon biaya BBM pengiriman;tunai;;150000
30/11/2025;1111;Pelunasan kas bon akomodasi makan pengiriman;tunai;25000;
30/11/2025;1123;Pelunasan kas bon akomodasi makan pengiriman;tunai;;25000
30/11/2025;5181;Biaya BBM pengiriman;tunai;150000;
30/11/2025;1111;Biaya BBM pengiriman;tunai;;150000
30/11/2025;5171;Akomodasi makan pengiriman;tunai;25000;
30/11/2025;1111;Akomodasi makan pengiriman;tunai;;25000
30/11/2025;2111;Pelunasan utang pembelian 100 kg beras SPPG Susukan (pembelian 23/11);kas di bank;1350000;
30/11/2025;1112;Pelunasan utang pembelian 100 kg beras SPPG Susukan (pembelian 23/11);kas di bank;;1350000
30/11/2025;2111;Pelunasan utang pembelian 150 kg beras SPPG Susukan (pembelian 25/11);kas di bank;2025000;
30/11/2025;1112;Pelunasan utang pembelian 150 kg beras SPPG Susukan (pembelian 25/11);kas di bank;;2025000
30/11/2025;2111;Pelunasan utang pembelian ayam (pembelian 24/11, 25/11, 26/11, 27/11);kas di bank;16394500;
30/11/2025;5221;Pelunasan utang pembelian ayam (pembelian 24/11, 25/11, 26/11, 27/11);kas di bank;2500;
30/11/2025;1112;Pelunasan utang pembelian ayam (pembelian 24/11, 25/11, 26/11, 27/11);kas di bank;;16397000
